,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,5805,Avalanche,AVAX,avalanche,747,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393736725.0877208,443083095.0877208,False,,13,,,,2024-06-22T12:14:00.000Z,25.560404342437074,523574497.48981005,116.7027,1.62870845,-7.68786874,-15.23865759,-36.44518169,-33.09445907,-52.45431813,10064069897.709131,0.4299,18294826665.22,,2024-06-22T12:14:00.000Z,,,,,,2024-06-22 14:16:27.038253
13,1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-06-22T12:14:00.000Z,13.609818845876317,265134268.85787916,-10.3103,0.11955932,-5.56319277,-8.75300991,-18.62771712,-10.95325657,-25.80079108,8276130438.045168,0.3535,13609818845.88,,2024-06-22T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-22 14:16:27.038253
14,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,15,1459934176.0247755,8382506994.091913,,2024-06-22T12:15:00.000Z,5.741702010782752,151090767.66687503,-7.5254,0.1807219,1.12448487,-7.45497015,-23.49592118,-22.20365977,-37.53655112,8256300108.298488,0.3527,8256300108.3,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:16:27.038253
15,1831,Bitcoin Cash,BCH,bitcoin-cash,896,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19722837.5,19722837.5,False,,16,,,,2024-06-22T12:14:00.000Z,387.95762377768557,181610170.3261538,-23.7963,-0.01978643,-0.17896328,-9.06284234,-23.69607988,-23.44422685,-16.25161375,7651625170.653429,0.3268,8147110099.33,,2024-06-22T12:14:00.000Z,,,,,,2024-06-22 14:16:27.038253
16,7083,Uniswap,UNI,uniswap,1047,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,17,,,1.13658615,2024-06-22T12:14:00.000Z,9.854341744208039,152198189.06305337,-10.8207,0.33878825,-2.30361293,-9.82385982,1.30716144,23.54081968,-16.97129518,5912184214.002878,0.2526,9854341744.21,5201703562.71899,2024-06-22T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-22 14:16:27.038253
17,6535,NEAR Protocol,NEAR,near-protocol,422,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1090571089.0,1196805790.0,False,,18,,,,2024-06-22T12:15:00.000Z,5.242002164953177,272087901.82099,-32.1875,0.07225557,-1.20260977,-6.97586091,-34.19023656,-27.11163543,-19.9787868,5716776009.573343,0.2442,6273658542.21,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:16:27.038253
18,3890,Polygon,MATIC,polygon,1406,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9904426498.844397,10000000000.0,False,,19,,,,2024-06-22T12:14:00.000Z,0.5651321736782176,185428020.47623754,-15.8968,0.10434579,-2.10631076,-6.07856022,-24.52519522,-22.45816851,-43.564556,5597310076.328072,0.2391,5651321736.78,,2024-06-22T12:14:00.000Z,,,,,,2024-06-22 14:16:27.038253
19,2,Litecoin,LTC,litecoin,1203,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74669093.6075049,84000000.0,False,,20,,,,2024-06-22T12:15:00.000Z,74.32466447775666,269012892.4108464,-23.8487,-0.05344349,1.71574651,-5.84542082,-14.56528512,-11.76486645,-15.357117,5549755329.236007,0.2371,6243271816.13,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:16:27.038253
0,1,Bitcoin,BTC,bitcoin,11132,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19715278.0,19715278.0,False,,1,,,,2024-06-22T12:15:00.000Z,64259.51578491614,19614233341.627983,-27.0515,-0.00891981,1.09220179,-3.07043227,-8.10423967,-2.7114376,-1.50086108,1266894217845.01,54.1183,1349449831483.24,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
1,1027,Ethereum,ETH,ethereum,9078,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276217.18384786,122276217.18384786,True,,2,,,,2024-06-22T12:15:00.000Z,3490.268794661047,12053192959.944317,-24.7509,-0.09144715,0.23015583,-1.5149995,-10.9869658,9.8067974,3.26475934,426776865165.9811,18.2298,426776865165.98,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
2,825,Tether USDt,USDT,tether,89310,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112941691562.69733,116079124154.2462,True,,3,,,,2024-06-22T12:15:00.000Z,0.9994826365836241,41304166958.10466,-23.6321,0.00563219,0.03172641,0.00808546,-0.0042991,-0.10133329,-0.08722623,112883259663.29918,4.8218,116019069062.0,,2024-06-22T12:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-22 14:17:27.726849
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147565997.97754952,147565997.97754952,False,,4,,,,2024-06-22T12:15:00.000Z,586.9627040838536,1530384014.297058,-15.1007,0.04282577,0.38988607,-3.57106263,-4.11161468,-3.05277708,5.28265299,86615737203.73494,3.6998,86615737203.73,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462002444.831582,578616434.5484285,True,,5,,,,2024-06-22T12:15:00.000Z,134.29945849129817,1784318372.4909391,-14.2165,0.00156971,1.89344467,-6.91574929,-23.86695923,-12.96209328,-23.29816194,62046678162.53732,2.6503,77707873834.02,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
5,3408,USDC,USDC,usd-coin,19839,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32748683802.102123,32748683802.102123,False,,6,,,,2024-06-22T12:15:00.000Z,1.0000257403930257,4326372052.626547,-23.3773,0.00495383,0.01023211,-0.0105224,0.00149913,0.00168739,-0.0241298,32749526766.094265,1.3989,32749526766.09,,2024-06-22T12:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-22 14:17:27.726849
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-22T12:16:00.000Z,0.48568784494970446,786591592.0226532,-25.419,0.049933,-1.11586618,1.20120186,-8.09297094,-10.65136916,-22.81237655,27013076825.498646,1.1539,48568784494.97,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:17:27.726849
7,74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144813826383.70523,144813826383.70523,True,,8,,,,2024-06-22T12:16:00.000Z,0.12433719027372622,471647243.9427907,-25.7276,0.01510914,0.54799808,-9.09297363,-26.22305653,-21.40614803,-28.04702068,18005744285.337112,0.7691,18005744285.34,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:17:27.726849
8,11419,Toncoin,TON,toncoin,430,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458194298.2898955,5107944893.804956,True,,9,3414166606.0,24545353750.12619,,2024-06-22T12:15:00.000Z,7.18926654223335,226050850.7637138,-14.6826,0.37648869,0.94445602,-11.61501059,11.15568017,27.70424577,47.5277409,17672614023.004333,0.7549,36722377324.6,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35739883567.58,36980576545.153,False,,10,,,,2024-06-22T12:15:00.000Z,0.37695207293175603,235272444.33175865,-16.1947,0.16694847,-1.7220313,-8.24658112,-22.19032188,-26.78538086,-40.79206717,13472223197.138885,0.5755,16962843281.93,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
10,5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271304284919.8,589519752442732.2,False,,11,,,,2024-06-22T12:15:00.000Z,1.8019335960188968e-05,230266275.55250117,-21.5162,-0.00315675,0.91221939,-13.07727389,-29.65626505,-31.96399671,-35.55941001,10618277603.60871,0.4536,10622754474.43,,2024-06-22T12:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-22 14:17:27.726849
11,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87244713702.42024,87244734342.60518,True,,12,71659659264.0,8571430808.958424,,2024-06-22T12:15:00.000Z,0.1196130556158602,235703119.49345118,-4.8031,0.1591898,1.16743589,3.9730075,1.50163543,6.52269209,0.70324717,10435606792.277393,0.4458,10435609261.11,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
12,5805,Avalanche,AVAX,avalanche,747,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393736725.0877208,443083095.0877208,False,,13,,,,2024-06-22T12:15:00.000Z,25.556673145506554,523619600.2870758,116.6896,1.59997902,-7.67078563,-15.25484233,-36.44751033,-33.09276399,-52.45795321,10062600788.44905,0.4298,18292156065.8,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
13,1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-06-22T12:15:00.000Z,13.609699589027583,264923084.93646348,-10.4305,0.15036241,-5.51600571,-8.75983486,-18.60199317,-10.95836758,-25.80138341,8276057917.958977,0.3535,13609699589.03,,2024-06-22T12:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-22 14:17:27.726849
14,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,15,1459934176.0247755,8379266792.613568,,2024-06-22T12:16:00.000Z,5.739482594639506,151048041.4165328,-7.5366,0.19681073,1.25466605,-7.49975071,-23.51799108,-22.14627569,-37.49969036,8253108691.239674,0.3525,8253108691.24,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:17:27.726849
15,1831,Bitcoin Cash,BCH,bitcoin-cash,896,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19722837.5,19722837.5,False,,16,,,,2024-06-22T12:15:00.000Z,387.9440175739691,181568117.71682104,-23.8115,-0.00068744,-0.16449131,-9.07062671,-23.69062645,-23.44101601,-16.26197034,7651356817.708537,0.3268,8146824369.05,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
16,7083,Uniswap,UNI,uniswap,1047,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,17,,,1.13663137,2024-06-22T12:15:00.000Z,9.85473381295754,152168210.34137535,-10.8727,0.32309762,-2.28377692,-9.81801621,1.3561462,23.55901188,-16.95682369,5912419438.50917,0.2526,9854733812.96,5201703562.71899,2024-06-22T12:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-22 14:17:27.726849
17,6535,NEAR Protocol,NEAR,near-protocol,422,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1090571089.0,1196805790.0,False,,18,,,,2024-06-22T12:16:00.000Z,5.239745828553739,271983454.80788076,-32.1687,0.13122756,-1.0967519,-7.12082216,-34.13883019,-27.1754713,-19.9359479,5714315314.329058,0.2441,6270958145.74,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:17:27.726849
18,3890,Polygon,MATIC,polygon,1406,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9904426498.844397,10000000000.0,False,,19,,,,2024-06-22T12:15:00.000Z,0.5651422440363767,185398098.52291608,-15.9248,0.1151114,-2.07897817,-6.07761698,-24.51045724,-22.45376224,-43.55752548,5597409817.450276,0.2391,5651422440.36,,2024-06-22T12:15:00.000Z,,,,,,2024-06-22 14:17:27.726849
19,2,Litecoin,LTC,litecoin,1203,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74669093.6075049,84000000.0,False,,20,,,,2024-06-22T12:16:00.000Z,74.31319318118784,268954187.4755971,-23.835,-0.04895673,1.81828358,-5.87959753,-14.55004374,-11.74419103,-15.31562669,5548898777.91871,0.237,6242308227.22,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:17:27.726849
0,1,Bitcoin,BTC,bitcoin,11132,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19715278.0,19715278.0,False,,1,,,,2024-06-22T12:16:00.000Z,64260.33627502233,19600940845.01052,-27.1099,0.00463826,1.08738992,-3.07728932,-8.09372114,-2.61973909,-1.52334974,1266910394035.5498,54.119,1349467061775.47,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:18:28.434962
1,1027,Ethereum,ETH,ethereum,9078,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276217.18384786,122276217.18384786,True,,2,,,,2024-06-22T12:16:00.000Z,3489.7944419002915,12022535079.927986,-25.0748,-0.09037808,0.21200342,-1.53243733,-10.9972379,9.81708547,3.22038335,426718863104.78516,18.2273,426718863104.79,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:18:28.434962
2,825,Tether USDt,USDT,tether,89310,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112941691562.69733,116079124154.2462,True,,3,,,,2024-06-22T12:16:00.000Z,0.999488544824109,41266109810.03435,-23.7322,0.00500028,0.02473659,0.00923734,0.00613254,-0.15874115,-0.06837362,112883926949.9737,4.8218,116019754885.38,,2024-06-22T12:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-22 14:18:28.434962
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147565997.97754952,147565997.97754952,False,,4,,,,2024-06-22T12:16:00.000Z,586.7538869981577,1528886078.6669958,-15.2451,0.02346597,0.50935044,-3.59405369,-4.09504785,-3.0073657,5.34154861,86584922902.08946,3.6985,86584922902.09,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:18:28.434962
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462002444.831582,578616434.5484285,True,,5,,,,2024-06-22T12:16:00.000Z,134.2537974375653,1782773703.459379,-14.3084,0.02223973,2.13172907,-7.00526867,-23.76856232,-12.87214022,-23.28103638,62025582644.079155,2.6494,77681453597.91,,2024-06-22T12:16:00.000Z,,,,,,2024-06-22 14:18:28.434962
5,3408,USDC,USDC,usd-coin,19839,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32748683802.102123,32748683802.102123,False,,6,,,,2024-06-22T12:16:00.000Z,1.0000777285445683,4325106799.8389635,-23.4293,0.00227659,0.0111451,-0.00082036,0.00442243,-0.04276756,-0.00293432,32751229309.63059,1.399,32751229309.63,,2024-06-22T12:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-22 14:18:28.434962
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-22T12:17:00.000Z,0.4856593225729892,782231029.2473758,-26.1246,0.04157524,-1.09010627,1.19694707,-8.12109959,-10.64886624,-22.80944743,27011490462.649616,1.1538,48565932257.3,,2024-06-22T12:17:00.000Z,,,,,,2024-06-22 14:18:28.434962
